2019-03-15 01:27:05 : ;03344160;0180000415;551130187431;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;552130187439;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;553130187437;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;554130187435;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;555130187432;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;556130187430;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;557130187438;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;558130187436;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;559130187434;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;560130187432;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;561130187430;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;562130187438;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;563130187436;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;564130187434;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;565130187431;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;566130187439;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;567130187437;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;568130187435;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;569130187433;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;570130187431;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;571130187439;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;572130187437;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;573130187435;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;574130187433;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;575130187430;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;576130187438;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;577130187436;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;578130187434;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;579130187432;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;580130187430;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;581130187438;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;582130187436;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;583130187434;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;584130187432;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;585130187439;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;586130187437;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;587130187435;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;588130187433;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;589130187431;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;590130187439;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;591130187437;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;592130187435;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;593130187433;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;594130187431;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;595130187438;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;596130187436;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;597130187434;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;598130187432;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;599130187430;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;551130187431;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;552130187439;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;553130187437;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;554130187435;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;555130187432;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;556130187430;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;557130187438;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;558130187436;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;559130187434;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;560130187432;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;561130187430;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;562130187438;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;563130187436;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;564130187434;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;565130187431;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;566130187439;22144299000190
2019-03-15 01:27:05 : ;03344160;0180000415;567130187437;22144299000190
